lat_grid,lon_grid,aircraft_count
58,-173,20
58,-167,20
59,-168,20
60,-159,20
61,4,20
61,23,20
61,49,20
62,-91,20
62,8,20
65,12,20
-44,168,19
-36,139,19
-34,141,19
-34,142,19
-32,-59,19
-32,19,19
-25,150,19
-22,150,19
-16,-42,19
-15,-45,19
-12,-42,19
-3,113,19
13,-62,19
14,-87,19
19,121,19
20,92,19
21,-96,19
21,-84,19
21,86,19
23,106,19
25,91,19
26,87,19
27,-102,19
28,80,19
29,-107,19
31,-108,19
32,-15,19
37,-72,19
37,1,19
39,-70,19
44,-127,19
47,-124,19
49,-102,19
49,-11,19
49,-10,19
51,-116,19
53,87,19
55,-114,19
55,48,19
55,49,19
55,84,19
56,-132,19
56,50,19
56,55,19
56,59,19
58,-4,19
59,-169,19
59,-156,19
60,21,19
61,-23,19
61,1,19
61,40,19
62,-21,19
62,25,19
64,-19,19
65,-149,19
65,-148,19
-36,137,18
-32,140,18
-24,152,18
-17,-41,18
-13,-58,18
-12,-43,18
-8,-39,18
-6,-35,18
-3,-39,18
-3,107,18
6,-75,18
9,99,18
11,-69,18
14,-61,18
20,74,18
21,-83,18
22,118,18
26,44,18
26,88,18
27,32,18
29,-110,18
29,73,18
30,51,18
31,-121,18
32,-118,18
32,49,18
37,-74,18
37,9,18
39,124,18
40,35,18
41,49,18
42,16,18
44,-124,18
44,-10,18
46,51,18
47,26,18
51,-120,18
51,-95,18
53,-12,18
53,88,18
55,-104,18
56,20,18
57,-170,18
57,58,18
58,-172,18
58,-166,18
59,-160,18
59,-146,18
59,45,18
61,-145,18
61,-142,18
61,50,18
62,-142,18
63,-151,18
-38,148,17
-37,172,17
-34,-62,17
-34,145,17
-33,115,17
-31,120,17
-30,118,17
-29,156,17
-28,154,17
-27,-47,17
-23,29,17
-22,147,17
-14,-43,17
-13,-56,17
-7,-37,17
-6,-37,17
-3,-40,17
2,115,17
11,-19,17
13,-16,17
13,123,17
15,123,17
17,-95,17
17,88,17
20,68,17
21,89,17
24,83,17
27,73,17
27,81,17
29,78,17
32,27,17
33,-119,17
34,125,17
35,129,17
36,4,17
37,35,17
38,-125,17
43,44,17
44,-128,17
48,79,17
52,23,17
54,-131,17
54,-13,17
55,-105,17
55,36,17
55,51,17
56,51,17
56,58,17
58,-8,17
59,-170,17
59,-167,17
59,55,17
61,-157,17
61,-143,17
61,2,17
61,5,17
61,8,17
64,-150,17
64,11,17
-39,177,16
-35,137,16
-32,137,16
-28,114,16
-24,26,16
-16,-55,16
-15,-46,16
-9,-56,16
-5,-40,16
3,113,16
18,120,16
19,110,16
20,-71,16
20,103,16
21,92,16
21,117,16
23,94,16
26,86,16
27,84,16
28,-106,16
28,-105,16
28,127,16
32,-64,16
32,139,16
33,36,16
34,11,16
34,128,16
35,-1,16
37,-71,16
37,19,16
41,-117,16
41,117,16
43,-58,16
46,28,16
47,27,16
52,103,16
54,38,16
55,38,16
55,82,16
57,-168,16
57,-148,16
57,1,16
57,82,16
57,83,16
58,0,16
59,-159,16
59,-147,16
59,0,16
59,43,16
59,44,16
61,-158,16
61,42,16
63,-27,16
63,12,16
67,13,16
-44,171,15
-40,146,15
-39,146,15
-37,139,15
-36,-58,15
-36,136,15
-35,174,15
-27,28,15
-27,154,15
-26,29,15
-19,-49,15
-13,-57,15
-12,-45,15
-8,-37,15
-8,113,15
-7,-75,15
-6,-40,15
-5,-37,15
-5,-35,15
-4,-72,15
-4,-40,15
2,105,15
5,112,15
9,78,15
11,-60,15
15,-17,15
15,117,15
17,-67,15
20,91,15
26,85,15
26,119,15
27,54,15
27,57,15
29,28,15
29,50,15
29,74,15
30,-16,15
38,137,15
39,-125,15
41,115,15
42,-126,15
42,-11,15
42,49,15
43,142,15
49,-127,15
49,-101,15
52,-118,15
53,-107,15
54,-127,15
54,-106,15
54,85,15
55,-130,15
55,-129,15
55,24,15
57,-153,15
57,-151,15
59,-166,15
60,14,15
60,17,15
60,49,15
60,52,15
61,-159,15
61,-24,15
61,9,15
61,45,15
62,-18,15
63,25,15
64,-145,15
64,-16,15
-45,168,14
-39,148,14
-38,147,14
-38,177,14
-37,138,14
-35,141,14
-35,144,14
-34,135,14
-34,146,14
-30,147,14
-30,153,14
-29,155,14
-25,-53,14
-24,-49,14
-23,27,14
-20,-42,14
-17,-150,14
-14,-58,14
-14,-54,14
-13,-41,14
-12,-59,14
-8,-38,14
-4,113,14
3,114,14
9,-59,14
11,-70,14
13,-71,14
17,102,14
18,-84,14
18,75,14
23,-83,14
23,82,14
25,89,14
30,36,14
31,32,14
31,36,14
33,128,14
33,140,14
36,-1,14
37,145,14
41,-66,14
43,-59,14
43,53,14
45,50,14
47,-85,14
47,-8,14
49,-78,14
49,-75,14
51,102,14
53,19,14
53,63,14
54,-116,14
57,88,14
58,-163,14
58,-143,14
58,-141,14
58,-5,14
59,-165,14
59,-157,14
59,-150,14
60,-162,14
61,-2,14
61,44,14
62,-154,14
62,-145,14
62,7,14
64,25,14
65,-23,14
68,17,14
-44,170,13
-43,169,13
-43,173,13
-42,170,13
-42,171,13
-42,174,13
-35,142,13
-35,154,13
-34,154,13
-33,20,13
-29,157,13
-28,115,13
-28,156,13
-25,-54,13
-23,-50,13
-21,-53,13
-19,147,13
-16,-54,13
-15,-43,13
-9,-76,13
-8,108,13
-6,-38,13
-5,-76,13
-5,-75,13
-5,-69,13
-5,-67,13
-3,-48,13
-1,110,13
4,102,13
4,116,13
5,2,13
5,117,13
6,113,13
7,113,13
7,115,13
9,-60,13
16,123,13
17,-85,13
17,68,13
20,-84,13
20,-83,13
22,-95,13
24,-87,13
24,59,13
25,-76,13
29,-109,13
29,-16,13
29,29,13
29,43,13
30,49,13
31,44,13
34,-74,13
35,11,13
35,145,13
37,135,13
38,7,13
39,-13,13
40,-68,13
41,-125,13
42,-63,13
44,41,13
45,-8,13
46,-10,13
47,81,13
50,104,13
51,-66,13
51,104,13
53,-108,13
53,21,13
54,-102,13
55,-134,13
55,89,13
57,-159,13
57,-157,13
57,-156,13
58,-171,13
58,-152,13
59,-158,13
59,47,13
60,20,13
62,-155,13
62,-26,13
62,-22,13
62,6,13
62,49,13
63,-86,13
64,-17,13
65,-22,13
68,16,13
69,21,13
-46,168,12
-41,172,12
-35,134,12
-33,154,12
-31,114,12
-29,-59,12
-28,155,12
-25,26,12
-23,26,12
-21,151,12
-18,-39,12
-16,-148,12
-16,-68,12
-15,-54,12
-12,-56,12
-11,-77,12
-11,-58,12
-10,-76,12
-10,-56,12
-7,-40,12
-6,-75,12
-3,-68,12
5,-72,12
6,-74,12
8,117,12
10,-60,12
12,-89,12
12,-18,12
13,-18,12
13,72,12
15,-60,12
15,97,12
16,-15,12
16,78,12
17,89,12
18,-100,12
19,-100,12
19,-90,12
21,90,12
21,91,12
22,-96,12
28,56,12
30,-109,12
31,-117,12
31,-79,12
32,15,12
32,16,12
33,-16,12
33,27,12
35,1,12
35,10,12
36,-74,12
39,-69,12
40,-69,12
42,-128,12
43,141,12
45,-12,12
45,28,12
47,-60,12
47,-51,12
47,53,12
48,-101,12
48,77,12
51,105,12
52,-127,12
52,-126,12
52,-119,12
53,89,12
55,-135,12
56,-161,12
56,-111,12
56,-11,12
57,-167,12
57,-158,12
58,1,12
59,-173,12
59,-171,12
59,-145,12
59,1,12
59,29,12
59,46,12
60,45,12
61,18,12
61,19,12
62,-24,12
62,19,12
63,-89,12
63,54,12
64,-18,12
65,11,12
-37,148,11
-36,138,11
-35,135,11
-35,173,11
-34,19,11
-32,-62,11
-32,147,11
-30,157,11
-28,117,11
-27,148,11
-26,-49,11
-26,155,11
-22,-54,11
-22,148,11
-21,147,11
-20,-50,11
-15,-148,11
-11,-57,11
-11,-54,11
-8,-75,11
-7,-41,11
-7,-35,11
-6,-71,11
-6,-70,11
-4,-36,11
-3,-41,11
-2,-73,11
-2,-69,11
1,99,11
2,113,11
7,-59,11
7,114,11
8,75,11
8,116,11
16,-89,11
17,-69,11
17,101,11
18,-64,11
19,-92,11
19,103,11
20,-85,11
21,-156,11
21,103,11
22,-83,11
23,-81,11
24,52,11
29,-86,11
31,-16,11
32,14,11
33,127,11
35,125,11
36,-12,11
36,6,11
36,112,11
41,-13,11
42,-12,11
45,53,11
47,-59,11
48,-61,11
48,78,11
50,106,11
51,-122,11
51,103,11
52,-101,11
53,62,11
54,-137,11
54,-134,11
54,-133,11
54,82,11
55,-115,11
56,-136,11
57,-169,11
57,-150,11
57,53,11
57,54,11
57,59,11
58,-162,11
58,-161,11
58,-160,11
58,-3,11
58,38,11
58,52,11
59,-161,11
59,31,11
59,53,11
59,56,11
60,15,11
60,43,11
60,46,11
60,51,11
62,-23,11
63,-154,11
63,9,11
65,-25,11
65,-24,11
65,-19,11
66,12,11
69,18,11
-43,170,10
-36,172,10
-35,175,10
-33,139,10
-33,152,10
-33,153,10
-32,136,10
-30,119,10
-27,27,10
-26,154,10
-25,30,10
-23,-44,10
-21,-40,10
-20,-54,10
-18,150,10
-16,-67,10
-16,-45,10
-15,-147,10
-14,-59,10
-13,-59,10
-12,-58,10
-11,-42,10
-8,-40,10
-6,-48,10
-4,-48,10
-4,-34,10
-3,-73,10
-3,-36,10
-2,112,10
0,106,10
7,4,10
10,-63,10
10,-61,10
12,-72,10
13,-63,10
13,97,10
14,-14,10
15,-61,10
15,71,10
17,77,10
19,107,10
20,83,10
20,88,10
20,107,10
21,-93,10
23,53,10
25,79,10
26,89,10
26,90,10
27,33,10
27,120,10
29,-85,10
30,-117,10
31,49,10
32,17,10
32,25,10
32,142,10
34,17,10
39,112,10
41,-12,10
43,47,10
44,49,10
45,48,10
46,32,10
48,-72,10
49,-128,10
49,-73,10
50,-128,10
50,-13,10
51,-15,10
52,63,10
52,105,10
53,-104,10
53,-103,10
54,-136,10
55,-128,10
55,-127,10
56,-10,10
56,26,10
57,-143,10
58,-151,10
58,-144,10
58,-1,10
58,30,10
59,-164,10
59,32,10
59,54,10
60,-168,10
60,-1,10
60,16,10
60,32,10
60,42,10
60,48,10
60,50,10
61,-141,10
62,-144,10
62,-27,10
62,-20,10
62,23,10
62,24,10
62,27,10
62,50,10
63,-88,10
63,51,10
63,53,10
65,-26,10
65,-20,10
65,62,10
-45,169,9
-40,176,9
-38,173,9
-35,153,9
-35,155,9
-25,-55,9
-24,-53,9
-24,29,9
-24,30,9
-22,151,9
-21,-54,9
-20,-55,9
-20,-53,9
-16,-149,9
-13,-52,9
-12,-53,9
-11,-78,9
-10,-58,9
-6,-80,9
-6,-68,9
-5,-41,9
-5,115,9
3,105,9
4,2,9
5,1,9
8,-62,9
8,3,9
9,-64,9
12,-91,9
13,-15,9
14,-86,9
14,-71,9
16,71,9
17,-87,9
17,-64,9
19,83,9
19,89,9
19,104,9
20,-92,9
20,75,9
21,-71,9
21,116,9
22,-94,9
22,58,9
23,54,9
26,-95,9
26,-76,9
27,-91,9
27,121,9
30,-104,9
31,77,9
34,21,9
35,-122,9
37,7,9
38,-124,9
38,-13,9
41,-109,9
41,-108,9
42,-13,9
42,36,9
42,42,9
42,47,9
44,-129,9
45,-128,9
46,-109,9
47,-105,9
47,51,9
49,-86,9
51,-121,9
52,85,9
52,106,9
53,-131,9
53,-109,9
53,-101,9
54,-129,9
54,32,9
54,40,9
54,53,9
54,87,9
55,58,9
56,-114,9
56,-113,9
56,25,9
57,-149,9
58,-154,9
58,-153,9
58,-145,9
58,-2,9
58,2,9
58,53,9
58,55,9
60,-169,9
61,-95,9
61,17,9
62,-147,9
62,-143,9
62,-25,9
62,-17,9
62,48,9
63,-85,9
63,20,9
64,-151,9
64,19,9
64,20,9
65,-21,9
66,-25,9
69,20,9
-45,171,8
-40,145,8
-37,136,8
-37,147,8
-36,150,8
-35,136,8
-35,178,8
-34,144,8
-32,139,8
-31,113,8
-31,119,8
-29,148,8
-28,150,8
-25,-56,8
-25,156,8
-22,-59,8
-21,-44,8
-20,-56,8
-20,150,8
-19,-57,8
-19,150,8
-16,-39,8
-7,-68,8
-6,-78,8
-6,-69,8
-6,-41,8
-5,-47,8
-4,-41,8
-4,-37,8
-3,-42,8
-2,107,8
-1,101,8
-1,108,8
4,111,8
7,-64,8
8,114,8
11,-59,8
12,-14,8
13,-13,8
14,-15,8
15,-19,8
15,119,8
16,-97,8
17,-70,8
18,84,8
18,91,8
21,-159,8
21,110,8
22,-90,8
25,47,8
25,129,8
26,117,8
27,-103,8
28,-102,8
29,-104,8
29,-87,8
29,79,8
32,50,8
33,-105,8
34,-75,8
34,15,8
34,142,8
35,-125,8
36,8,8
37,123,8
38,-126,8
38,8,8
39,41,8
39,122,8
39,138,8
40,-108,8
40,43,8
41,-124,8
42,17,8
42,142,8
43,-127,8
43,-124,8
43,-11,8
44,-12,8
45,-57,8
46,-11,8
48,-108,8
48,-83,8
48,-10,8
50,-14,8
50,103,8
52,-100,8
52,-96,8
53,-127,8
53,91,8
54,26,8
54,36,8
55,25,8
55,61,8
55,79,8
56,-160,8
56,-112,8
56,-13,8
57,-162,8
57,2,8
57,3,8
57,52,8
58,-142,8
58,29,8
59,-172,8
60,-140,8
60,13,8
60,44,8
61,-27,8
61,3,8
61,12,8
62,-141,8
62,-94,8
62,-90,8
62,9,8
62,18,8
62,20,8
62,56,8
63,-153,8
63,-92,8
63,8,8
63,19,8
63,27,8
64,21,8
64,57,8
65,-146,8
65,21,8
69,-68,8
70,-68,8
71,-156,8
-46,169,7
-46,170,7
-44,169,7
-36,-60,7
-36,-59,7
-36,149,7
-36,176,7
-34,176,7
-32,-57,7
-32,18,7
-30,114,7
-30,122,7
-29,121,7
-24,-58,7
-24,-57,7
-23,-58,7
-22,-60,7
-22,-53,7
-19,-39,7
-18,148,7
-17,148,7
-16,-147,7
-16,-56,7
-15,-58,7
-15,-57,7
-13,-46,7
-11,-76,7
-11,-56,7
-9,-38,7
-5,-78,7
-5,-70,7
-5,-48,7
-5,-36,7
-4,-71,7
-3,106,7
-2,-72,7
-2,-35,7
0,-70,7
1,108,7
7,2,7
7,75,7
8,-65,7
10,-70,7
10,-59,7
11,-90,7
11,102,7
11,120,7
12,-68,7
12,-63,7
13,-14,7
13,73,7
14,-69,7
16,-94,7
21,-99,7
21,107,7
22,111,7
24,92,7
24,93,7
25,92,7
26,-90,7
27,31,7
28,-101,7
30,-108,7
30,73,7
32,18,7
33,13,7
34,19,7
36,35,7
37,-126,7
37,-26,7
37,134,7
38,33,7
39,33,7
40,42,7
40,44,7
40,50,7
41,124,7
42,-125,7
43,-125,7
43,-119,7
43,-12,7
43,46,7
44,42,7
44,43,7
44,47,7
45,42,7
49,-74,7
50,-61,7
51,-61,7
52,-125,7
52,-97,7
52,40,7
52,64,7
53,41,7
53,83,7
53,104,7
53,105,7
54,-103,7
54,86,7
55,-103,7
56,-171,7
56,-158,7
56,3,7
56,36,7
56,48,7
57,-173,7
57,-160,7
57,-154,7
57,28,7
57,60,7
58,-139,7
58,54,7
60,47,7
60,53,7
61,-161,7
61,-160,7
62,-89,7
62,-87,7
62,2,7
62,5,7
62,12,7
62,46,7
62,51,7
63,-144,7
63,-142,7
63,-94,7
63,-84,7
63,14,7
63,35,7
63,58,7
64,58,7
65,-150,7
66,15,7
69,17,7
69,19,7
-45,-73,6
-45,-72,6
-44,166,6
-42,169,6
-41,171,6
-40,147,6
-37,135,6
-37,149,6
-33,117,6
-32,153,6
-31,-62,6
-31,-59,6
-30,156,6
-27,155,6
-25,-57,6
-24,150,6
-23,-60,6
-22,28,6
-21,150,6
-18,151,6
-17,-148,6
-17,149,6
-9,-79,6
-9,-75,6
-8,-77,6
-7,-80,6
-7,-77,6
-7,-48,6
-7,-47,6
-5,-34,6
-3,-70,6
-3,105,6
-1,-68,6
-1,-39,6
-1,-35,6
0,-69,6
5,-63,6
6,-64,6
6,78,6
8,-64,6
8,115,6
12,-16,6
12,73,6
13,-17,6
13,104,6
14,79,6
17,-88,6
17,-71,6
17,90,6
17,122,6
18,121,6
19,-71,6
20,93,6
23,105,6
23,108,6
25,83,6
26,31,6
26,92,6
27,-76,6
30,-116,6
30,32,6
30,74,6
31,135,6
32,36,6
33,-120,6
33,-1,6
33,12,6
33,14,6
33,17,6
33,18,6
33,142,6
34,0,6
34,1,6
34,18,6
36,129,6
36,131,6
37,-73,6
37,-70,6
37,-24,6
39,-67,6
40,-125,6
41,-118,6
41,47,6
42,-124,6
42,37,6
42,41,6
43,-13,6
43,30,6
43,45,6
45,-125,6
45,35,6
46,54,6
47,-84,6
47,-10,6
48,-128,6
48,-86,6
48,80,6
49,-77,6
49,-12,6
50,-93,6
50,79,6
50,105,6
51,-128,6
52,90,6
52,102,6
53,-132,6
53,20,6
53,28,6
53,85,6
54,22,6
54,37,6
54,81,6
55,-171,6
55,-136,6
55,-106,6
55,18,6
55,22,6
55,32,6
55,39,6
55,40,6
55,91,6
56,-170,6
56,-159,6
56,49,6
57,-155,6
57,-147,6
57,-133,6
57,37,6
57,49,6
58,-159,6
58,-150,6
58,26,6
58,46,6
59,26,6
59,33,6
59,48,6
60,-139,6
60,19,6
61,-93,6
61,-25,6
61,16,6
61,22,6
62,-95,6
62,1,6
62,13,6
63,-145,6
63,-143,6
63,-96,6
63,-95,6
63,-91,6
63,-87,6
63,18,6
63,24,6
63,37,6
63,55,6
63,61,6
64,-155,6
64,-152,6
64,-86,6
64,-27,6
64,56,6
65,60,6
67,16,6
68,24,6
69,22,6
70,-157,6
71,-75,6
-41,146,5
-37,134,5
-37,137,5
-34,-55,5
-34,20,5
-34,117,5
-34,175,5
-32,155,5
-31,-57,5
-31,-55,5
-31,18,5
-31,139,5
-31,157,5
-29,118,5
-29,120,5
-29,122,5
-29,146,5
-29,154,5
-27,30,5
-27,149,5
-27,157,5
-26,156,5
-25,-52,5
-24,-54,5
-23,-57,5
-23,-55,5
-22,-57,5
-22,29,5
-21,-50,5
-19,-55,5
-19,-38,5
-19,151,5
-18,-43,5
-15,-68,5
-12,-52,5
-11,-44,5
-11,-43,5
-9,109,5
-8,-48,5
-8,109,5
-6,-74,5
-6,-47,5
-6,106,5
-2,-42,5
-2,-36,5
0,-71,5
2,112,5
4,1,5
8,-63,5
9,-65,5
9,75,5
11,-15,5
12,-90,5
12,-19,5
12,-15,5
12,80,5
12,98,5
14,104,5
15,-91,5
15,-20,5
16,-86,5
16,69,5
17,106,5
18,-71,5
19,93,5
20,108,5
21,-69,5
23,-96,5
24,-95,5
24,116,5
25,46,5
25,58,5
26,-94,5
26,-89,5
27,-93,5
29,-117,5
29,-103,5
31,-17,5
31,48,5
31,76,5
32,-76,5
32,-14,5
32,77,5
33,-14,5
33,-4,5
33,141,5
34,-122,5
34,-9,5
34,12,5
34,14,5
34,22,5
35,35,5
35,115,5
36,-73,5
37,8,5
37,36,5
41,-126,5
41,139,5
42,-127,5
42,-118,5
42,52,5
43,-61,5
43,-14,5
43,43,5
46,50,5
47,-12,5
48,-12,5
48,-11,5
48,81,5
49,-80,5
49,81,5
49,82,5
49,103,5
50,81,5
52,-99,5
52,107,5
53,43,5
53,106,5
54,-111,5
54,-110,5
54,-15,5
54,39,5
55,-107,5
55,28,5
55,56,5
55,60,5
56,-169,5
56,-166,5
56,-162,5
56,-146,5
56,80,5
56,81,5
57,-166,5
57,-165,5
57,-146,5
57,-145,5
57,-144,5
58,-148,5
58,28,5
58,56,5
58,85,5
59,-174,5
61,-94,5
61,14,5
61,15,5
61,21,5
62,-148,5
62,-146,5
62,-98,5
62,-93,5
62,-28,5
62,4,5
62,14,5
62,16,5
62,26,5
62,54,5
62,55,5
63,-156,5
63,23,5
63,28,5
63,56,5
63,60,5
64,-154,5
64,-153,5
64,10,5
64,24,5
64,40,5
64,61,5
65,-28,5
65,-27,5
65,-18,5
65,14,5
66,-149,5
66,-24,5
69,-73,5
69,-64,5
70,20,5
71,-157,5
-46,-73,4
-44,167,4
-44,172,4
-40,144,4
-39,172,4
-38,140,4
-38,141,4
-37,177,4
-36,154,4
-35,176,4
-35,179,4
-34,155,4
-33,118,4
-33,119,4
-33,155,4
-31,19,4
-31,121,4
-31,153,4
-31,154,4
-31,156,4
-30,-58,4
-30,-57,4
-30,123,4
-30,154,4
-30,155,4
-29,113,4
-29,158,4
-28,146,4
-28,157,4
-27,156,4
-26,30,4
-25,155,4
-24,25,4
-23,-53,4
-21,-60,4
-21,-58,4
-21,146,4
-19,-48,4
-15,-149,4
-15,-146,4
-12,-78,4
-11,-53,4
-11,-45,4
-10,-54,4
-8,-45,4
-7,-70,4
-7,-69,4
-7,-49,4
-7,-45,4
-6,-77,4
-6,-72,4
-6,-45,4
-5,-77,4
-5,-49,4
-5,-42,4
-4,-73,4
-4,-49,4
-3,-34,4
-3,104,4
-2,-39,4
-2,-37,4
-2,106,4
-1,-72,4
-1,-71,4
-1,106,4
0,-68,4
0,-34,4
3,116,4
4,3,4
5,111,4
7,-62,4
7,77,4
7,134,4
9,-63,4
10,-64,4
11,98,4
12,-58,4
13,-86,4
14,-70,4
14,123,4
16,98,4
16,103,4
17,-16,4
17,100,4
18,-92,4
19,-64,4
19,92,4
19,99,4
20,-68,4
20,119,4
22,82,4
22,94,4
24,-76,4
24,113,4
25,45,4
25,117,4
25,128,4
26,93,4
26,125,4
26,129,4
28,34,4
28,51,4
28,53,4
28,72,4
28,81,4
29,-102,4
30,-14,4
30,50,4
30,78,4
31,-109,4
31,28,4
32,-8,4
33,10,4
33,11,4
34,16,4
35,-12,4
35,3,4
36,-71,4
37,118,4
37,128,4
39,-116,4
39,111,4
40,112,4
41,-116,4
41,48,4
41,114,4
42,-110,4
43,42,4
44,-125,4
44,48,4
48,-103,4
49,-79,4
49,-76,4
49,-72,4
49,80,4
50,-15,4
50,23,4
50,77,4
50,80,4
51,-94,4
51,-93,4
52,-124,4
52,-15,4
53,-134,4
53,-133,4
53,-126,4
53,24,4
53,26,4
53,39,4
53,40,4
53,103,4
54,-151,4
55,-109,4
55,30,4
55,42,4
55,50,4
55,53,4
56,-147,4
56,35,4
56,39,4
56,42,4
56,44,4
57,-164,4
57,-161,4
57,-136,4
57,25,4
57,89,4
58,-164,4
58,27,4
58,41,4
58,83,4
58,84,4
59,-149,4
59,-1,4
59,42,4
59,57,4
60,-167,4
60,26,4
60,55,4
61,-22,4
61,-19,4
61,13,4
61,20,4
61,26,4
61,52,4
61,54,4
62,-96,4
62,-88,4
62,-86,4
62,22,4
62,60,4
63,-147,4
63,-146,4
63,-93,4
63,-90,4
63,7,4
63,17,4
63,31,4
63,49,4
63,57,4
63,59,4
64,-94,4
64,-87,4
64,13,4
64,18,4
64,53,4
64,55,4
65,-90,4
65,55,4
65,58,4
65,59,4
66,-27,4
66,-26,4
66,-23,4
66,25,4
66,60,4
67,-65,4
67,12,4
67,20,4
68,-62,4
68,18,4
69,-71,4
69,-67,4
69,-65,4
69,-63,4
69,-61,4
70,-160,4
70,-158,4
72,-167,4
72,-72,4
72,-68,4
72,-65,4
-44,-72,3
-40,172,3
-39,144,3
-37,171,3
-35,-61,3
-35,133,3
-35,177,3
-33,-54,3
-32,-54,3
-32,138,3
-32,154,3
-31,-56,3
-31,112,3
-30,18,3
-30,112,3
-30,158,3
-29,-62,3
-28,147,3
-27,150,3
-26,-57,3
-25,154,3
-24,-56,3
-24,-55,3
-24,-52,3
-22,-55,3
-22,-40,3
-21,-52,3
-20,-57,3
-20,-39,3
-20,151,3
-19,149,3
-18,-37,3
-17,-147,3
-17,-42,3
-17,-38,3
-16,-150,3
-16,-146,3
-16,-57,3
-16,-40,3
-15,-53,3
-12,-77,3
-11,-59,3
-10,-57,3
-7,-74,3
-6,-42,3
-5,-72,3
-4,-78,3
-4,-67,3
-4,-43,3
-4,-42,3
-4,-35,3
-3,-71,3
-3,-67,3
-3,-49,3
-3,-47,3
-3,-45,3
-3,-43,3
-3,-37,3
-2,-67,3
-2,-41,3
-2,102,3
-1,-37,3
-1,109,3
0,-39,3
4,-72,3
4,117,3
5,3,3
5,77,3
6,-59,3
7,1,3
7,76,3
7,79,3
8,79,3
10,-62,3
10,102,3
11,-14,3
11,103,3
11,118,3
11,123,3
12,97,3
14,-72,3
14,-59,3
15,-86,3
15,-62,3
16,-90,3
16,-69,3
17,-99,3
17,107,3
18,92,3
20,-72,3
20,-67,3
22,-158,3
22,-80,3
23,52,3
23,59,3
24,-103,3
24,114,3
27,130,3
28,-107,3
29,-118,3
29,52,3
30,-107,3
30,-15,3
31,-119,3
31,-13,3
32,-13,3
32,0,3
32,13,3
32,44,3
32,75,3
33,0,3
33,15,3
33,37,3
34,10,3
34,13,3
34,143,3
34,144,3
35,-126,3
35,37,3
36,9,3
36,36,3
36,117,3
38,136,3
38,143,3
40,-126,3
40,-14,3
41,118,3
42,39,3
42,43,3
42,44,3
42,45,3
43,41,3
44,-15,3
45,-129,3
45,-124,3
45,-13,3
47,-125,3
47,28,3
47,52,3
49,-129,3
49,-83,3
49,-13,3
49,77,3
50,-67,3
50,-60,3
50,78,3
51,-16,3
51,23,3
51,78,3
52,-120,3
52,-63,3
52,24,3
52,41,3
52,45,3
52,84,3
52,88,3
52,89,3
53,53,3
53,64,3
54,-135,3
54,-101,3
55,-170,3
55,-158,3
55,41,3
56,-168,3
56,-167,3
56,-156,3
56,38,3
56,40,3
56,41,3
56,79,3
57,-9,3
57,34,3
57,35,3
57,42,3
57,51,3
58,42,3
59,-148,3
59,-2,3
59,49,3
60,31,3
61,-96,3
61,-90,3
61,-21,3
61,39,3
62,-97,3
62,-84,3
62,-16,3
62,15,3
62,32,3
62,47,3
62,58,3
62,59,3
63,-152,3
63,-16,3
63,0,3
63,13,3
63,16,3
63,32,3
63,38,3
63,43,3
63,48,3
64,-143,3
64,-140,3
64,-97,3
64,-92,3
64,-90,3
64,-89,3
64,-88,3
64,8,3
64,34,3
64,39,3
64,42,3
64,43,3
64,59,3
65,-91,3
65,-89,3
65,-17,3
65,6,3
65,18,3
65,19,3
65,54,3
65,61,3
66,-148,3
66,19,3
66,20,3
67,17,3
68,-64,3
70,-156,3
70,-72,3
70,21,3
71,-155,3
71,-72,3
71,-69,3
71,-64,3
72,-161,3
72,-70,3
